"No.","Judul","Abstrak"
"107","Pengembangan Sistem Informasi Perpustakaan Batu Ejayya di Kelurahan Bonto Jaya Kecamatan Bissappu Kabupaten Bantaeng","Penelitian ini bertujuan untuk mengetahui hasil Pengembangan Sistem Informasi Perpustakaan Batu Ejayya yang dapat mempermudah petugas perpustakaan dalam mengelola data serta untuk mengetahui hasil pengujian dari sistem yang dikembangkan. Metode penelitian yang digunakan adalah Research and Develepoment (R&D) dengan model pengembangan waterfall. Pengumpulan data dalam penelitian ini menggunakan teknik observasi, wawancara, angket, dokumentasi dan literatur. Penelitian ini menggunakan standar ISO 25010. Berdasarkan hasil pengujian kualitas perangkat lunak, sistem menunjukkan hasil yang sangat baik berdasarkan 8 aspek karakteristik dalam ISO 25010 yaitu : a) Functional Suitability dengan kriteria “Sangat Baik”, b) Performance Efficiency dengan GTMetrix Grade A, c) Portability dengan kriteria “Sangat Baik”, d) Reliability tanpa adanya error dengan kriteria “Sangat Baik”, e) Usability dengan 30 butir pertanyaan kepada 25 responden memperoleh skor 93% dengan kategori “Sangat Baik”, f) Security dengan tingkat keamanan medium pada Software Sucuri Sitecheck, g) Maintainability yang memenuhi 3 sub karakteristik Maintainability, dan h) Compatibility tanpa adanya error. Berdasarkan hasil penelitian di Perpustakaan Batu Ejayya, tanggapan pengguna terhadap sistem yaitu sangat baik karena dapat membantu dalam melakukan proses pengelolaan data dan pelayanan yang lebih efektif."
"108","PENGARUH KURIKULUM MERDEKA TERHADAP PRESTASI BELAJAR SISWA KELAS X TEKNIK KOMPUTER DAN JARINGAN DI SMK NEGERI 2 MAKASSAR","Penelitian ini bertujuan untuk menguraikan pengaruh Kurikulum Merdeka terhadap prestasi belajar siswa kelas X Teknik Komputer dan Jaringan di SMK Negeri 2 Makassar, serta mengevaluasi tingkat kepuasan terhadap penerapan kurikulum tersebut. Penelitian ini menggunakan metode ex post facto dengan pendekatan kuantitatif dan jenis data asosiatif. Populasi penelitian ini adalah siswa kelas X TKJ 1 dan X TKJ 2 di SMK Negeri 2 Makassar, dengan total sampel 73 siswa. Teknik pengumpulan data menggunakan kuesioner dan dokumentasi. Teknik analisis data menggunakan analisis regresi sederhana dan persentase. Hasil analisis regresi menunjukkan variabel Kurikulum Merdeka [X] memiliki nilai t sebesar 3.130 dan sig sebesar 0.003 < 0.05, yang menunjukkan pengaruh signifikan terhadap prestasi brlajar siswa [Y]. Nilai R sebesar 0.355 menunjukkan korelasi sedang, dengan R Square sebesar 0.126, menandakan bahwa 12.6% variasi dalam prestasi belajar dapat dijelaskan oleh perubahan kurikulum ini. Meskipun ada korelasi positif, kontribusi variabel ini terhadap prestasi belajar tidak dominan, menunjukkan keberadaan faktor lain yang turut mempengaruhi prestasi belajar. Selain itu, hasil uji persentase menunjukkan bahwa tingkat kepuasan terhadap penerapan Kurikulum Merdeka berada dalam kategori ""Puas"" dengan rata-rata 73%, meskipun terdapat variasi penilaian yang signifikan. Kesimpulan ini menunjukkan bahwa meskipun Kurikulum Merdeka memiliki pengaruh positif yang signifikan, ada ruang untuk perbaikan lebih lanjut guna mencapai kepuasan yang lebih merata di berbagai aspek."
"109","PENGEMBANGAN SISTEM ADMINISTRASI BERBASIS WEBSITE DI KLINIK BAZNAS MEDIKA","Penelitian ini bertujuan untuk menciptakan sistem administrasi berbasis website di Klinik Baznas Medika untuk mempermudah petugas administrasi dalam mengelola data klinik. Penelitian ini menggunakan metode penelitian Research & Development (R&D) dengan model pengembangan prototyping. Teknik pengumpulan data dilakukan melalui wawancara, dokumentasi, dan kuesioner. Analisis data menggunakan teknik analisis deskriptif. Dua petugas administrasi Klinik Baznas Medika dijadikan subjek uji coba. Penelitian ini juga bertujuan untuk menilai hasil pengembangan dan hasil pengujian sistem administrasi berbasis website berdasarkan standar kualitas ISO 25010 yang meliputi aspek functional suitability, performance efficiency, usability, security, maintainability, portability, reliability, dan compatibility. Hasil penelitian menunjukkan bahwa sistem administrasi berbasis website dapat digunakan untuk mengolah data pasien di Klinik Baznas Medika yang dimana hasil pengujian sistem berdasarkan standar kualitas ISO 25010 menunjukkan: (a) aspek functional suitability berada dalam kategori sangat baik, (b) aspek performance efficiency diuji menggunakan GTMetrix yang masuk kategori baik, (c) aspek usability diuji pada 2 responden dengan 17 pernyataan menghasilkan nilai yang masuk dalam kategori sangat baik, (d) aspek security menunjukkan sistem tahan terhadap malware dan blacklisting dengan risiko sedang sehingga aman digunakan, (e) aspek maintainability memenuhi standar pengujian maintainability, (f) aspek portability menunjukkan sistem berjalan baik pada perangkat dan browser yang berbeda, (g) aspek reliability memenuhi standar pengujian reliability, (h) aspek compatibility menunjukkan sistem berjalan baik pada beberapa browser yang berbeda sehingga memenuhi aspek compatibility."
"110","HUBUNGAN ANTARA PENGUASAAN TEKNOLOGI INFORMASI DAN KOMUNIKASI TERHADAP KEMAMPUAN WIRAUSAHA DIGITAL MAHASISWA FISH UNM","Nur Amalina Zahra, 2024. Hubungan antara Penguasaan Teknologi Informasi dan Komunikasi terhadap Kemampuan Wirausaha Digital Mahasiswa FISH UNM. Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar. (dibimbing oleh Fathahillah dan Ninik Rahayu Ashadi) Penelitian ini bertujuan untuk mengidentifikasi tingkat kemampuan Teknologi Informasi dan Komunikasi (TIK) serta wirausaha digital mahasiswa Fakultas Ilmu Sosial dan Hukum (FISH) Universitas Negeri Makassar (UNM) dan untuk mengetahui apakah ada hubungan antara penguasaan TIK dengan kemampuan wirausaha digital di antara mereka. Metode kuantitatif digunakan dengan menggunakan analisis korelasi Pearson untuk menggambarkan hubungan antara kedua variabel tersebut. Berdasarkan hasil persentase penguasaan TIK, mahasiswa FISH memiliki tingkat penguasaan yang bervariasi dengan nilai tertinggi 100% dan nilai terendah 66.7% masuk dalam kategori “Sedang”, serta rata-rata 77.3% yang masuk dalam kategori ""Baik"". Untuk kemampuan wirausaha digital, nilai tertinggi yang dicapai adalah 100% masuk dalam kategori “Sangat Baik” dan nilai terendah 53.3% masuk dalam kategori “Kurang”, dengan rata-rata 80.5% yang tergolong dalam kategori ""Sangat Baik"". Analisis korelasi menunjukkan nilai Pearson Correlation sebesar 0.642** dengan signifikansi (2-tailed) <.001, mengindikasikan adanya hubungan positif yang kuat antara penguasaan TIK dan kemampuan wirausaha digital mahasiswa FISH. Hasil ini menunjukkan bahwa mahasiswa dengan penguasaan TIK yang lebih baik cenderung memiliki kemampuan wirausaha digital yang lebih tinggi. Berdasarkan temuan ini, disarankan untuk meningkatkan program pembelajaran TIK dan mengintegrasikannya dengan pengembangan keterampilan wirausaha digital. Pendekatan yang lebih personal dan program remedial juga diperlukan untuk membantu mahasiswa yang kesulitan, guna memastikan semua mahasiswa mencapai tingkat penguasaan TIK dan kemampuan wirausaha digital yang optimal."
"111","PERSEPSI MAHASISWA TERHADAP EFEKTIVITAS PROGRAM MENTORING PADA MAHASISWA JURUSAN TEKNIK INFORMATIKA DAN KOMPUTER FT UNM","RUSMAWATI RAHMI, 2024. Persepsi Mahasiswa Terhadap Efektivitas Program Mentoring Pada Mahasiswa Jurusan Teknik Informatika Dan Komputer FT UNM. Skripsi. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar. (Dibimbimng Oleh Mustari Lamada dan Dwi Reski Anandari Sulaiman) Penelitian ini bertujuan untuk mengetahui persepsi mahasiswa terhadap efektivitas program mentoring pada mahasiswa Jurusan Teknik Informatika dan Komputer FT UNM. Penelitian ini menggunakan pendekatan survey analitik dengan metode analisis deskriptif. Subyek penelitian ini meliputi 79 mahasiswa baru Jurusan Teknik Informatika dan Komputer. Data peneliti diperoleh dengan teknik dokumentasi, wawancara dan instrumen. Data yang terkumpul kemudian diolah dan dianalisis menggunakan analisis deskriptif. Berdasarkan hasil yang diperoleh dari instrumen atau lembar validasi persepsi mahasiswa terhadap efektivitas program mentoring dapat ditarik kesimpulan bahwa persepsi mahasiswa terhadap program mentoring memiliki kecenderungan berada pada kategori sangat tinggi. Yang didukung dengan tiap tabel hasil distribusi dari empat aspek efektivitas, yakni persentase aspek fungsi (52%), aspek rencana dan program (44%), aspek ketentuan dan peraturan (48%), aspek kondisi ideal (51%) dan hasil distribusi sub indikator dari 5 pernyataan setiap aspek yang menunjukkan bahwa sebagian besar mahasiswa berada pada kategori sangat setuju. Kemudian persentase hasil secara keseluruhan berada pada kategori tinggi dengan persentase 52% dan hasil wawancara yang menunjukkan bahwa program mentoring memberikan dampak yang positif yaitu membantu meningkatkan prestasi akademik, mengembangkan keterampilan pribadi, membantu dalam mengatasi tantangan dan hambatan dilingkungan kampus, dan program mentoring yang diharapkan sebuah program yang berkelanjutan."
"112","Penerapan Model Pembelajaran Berbasis Proyek (Project Based Learning) Terhadap Peningkatan Kemampuan Berpikir Kreatif Peserta Didik Pada Jurusan TKJ","Penelitian ini bertujuan untuk mengetahui model Project Based Learning (PjBL) mengubah atmosfer pembelajaran Administrasi Sistem Jaringan pada jurusan TKJ dan untuk mengetahui pengaruh penerapan model project based learning dalam meningkatkan kemampuan berpikir kreatif peserta didik pada mata pelajaran Administrasi Sistem Jaringan. Latar belakang penelitian ini didasari oleh rendahnya kemampuan berpikir kreatif peserta didik serta kurang optimalnya penggunaan model pembelajaran yang sesuai. Penelitian ini dilakukan di SMKN 4 Takalar pada tahun ajaran 2023/2024 menggunakan metode Penelitian Tindakan Kelas (PTK) dengan melibatkan 30 peserta didik. Instrumen penelitian yang digunakan meliputi tes, observasi, dan dokumentasi yang dilaksanakan dalam dua siklus. Data yang diperoleh dianalisis secara kuantitatif dan kualitatif. Analisis kuantitatif dilakukan untuk menilai hasil tes peserta didik dengan menghitung nilai rata-rata, sementara analisis kualitatif digunakan untuk mendeskripsikan peningkatan kinerja pendi"
"113","PENGGUNAAN MODEL PEMBELAJARAN INQUIRY TERBIMBING DALAM RANGKA MENINGKATKAN KETERAMPILAN BERPIKIR KRITIS PESERTA DIDIK","Penelitian ini bertujuan untuk mengetahui apakah penggunaan model pembelajaran inquiry terbimbing dapat meningkatkan keterampilan berpikir kritis peserta didik. Penelitian ini merupakan penelitian Tindakan kelas(PTK) yang memiliki 4 tahapan diantaranya adalah tahap perencanaan, tahap pelaksanaan, tahap observasi dan refleksi. Penelitian ini dilaksanakan dalam 2 siklus dan setiap siklus terdiri dari 2 kali pertemuan. Subjek dari penelitian ini yakni peserta didik kelas X TKJ 1 SMKN 1 Enrekang. Teknik pengumpulan data yang digunakan adalah observasi, pretest, posstest dan dokumentasi. Berdasarkan analisis statistik deskriptif yaitu, (1) rata-rata keterampilan berpikir kritis untuk siklus I pretest berada pada kategori Cukup, untuk posttest siklus I berada pada kategori tinggi, siklus II pretest berada pada kategori cukup dan posttest berada pada kategori tinggi,(2) Terdapat peningkatan keterampilan berpikir kritis peserta didik pada siklus I dan siklus II dengan menggunakan Model Inquiry Terbimbing di SMKN 1 Enrekang."
"114","ANALISIS KUALITAS SIA UNM TERHADAP MAHASISWA FAKULTAS TEKNIK MENGGUNAKAN METODE WEBQUAL 4.0 DAN IMPORTANCE PERFORMANCE ANALYSIS (IPA)","Shera Ivanka Khalifah Arif, 2024. Analisis Kualitas SIA UNM Terhadap Mahasiswa Fakultas Teknik Menggunakan Metode Webqual 4.0 dan Importance Performance Analysis (IPA). Skripsi. Jurusan Teknik Informatika dan Komputer, Fakultas Teknik. Universitas Negeri Makassar. (dibimbing oleh Syahrul dan M. Syahid Nur Wahid). Penelitian ini bertujuan untuk menganalisis kualitas SIA UNM terhadap mahasiswa fakultas teknik menggunakan metode Webqual 4.0 dan Importance Performance Analysis (IPA). SIA UNM sebagai portal akademik berbasis web Universitas Negeri Makassar yang memfasilitasi aktivitas akademik seperti pengisian Kartu Rencana Studi (KRS), mengunduh Kartu Studi Mahasiswa (KSM), melihat nilai matakuliah hingga mengakses transkrip nilai. Penelitian ini menggunakan metode ex post facto dengan pendekatan kuantitatif yang bertujuan untuk menganalisis faktor-faktor yang mempengaruhi kualitas website SIA UNM dan merekomendasikan indikator-indikator yang perlu diperbaiki dan dipertahankan kualitasnya. Metode Webqual 4.0 digunakan untuk menganalisis kualitas website SIA UNM. Hasil penelitian ini dianalisis menggunakan Importance Performance Analysis (IPA) untuk mengetahui tingkat kepentingan dan kinerja dari setiap indikator yang dinilai untuk menetukan prioritas perbaikan. Data diperoleh melalui penyebaran kuesioner menggunakan google form kepada 99 mahasiswa fakultas teknik. Kuesioner yang digunakan didasarkan pada Webqual 4.0 yang terdiri dari tiga dimensi yaitu Usability Quality, Information Quality, Service Interaction Quality. Metode IPA diterapkan untuk menganalisis tingkat kesesuaian, analisis kesenjangan (Gap Analysis) dan analisis kuadran. Hasil analisis menunjukkan bahwa tingkat kesesuaian adalah 95.87%. Hasil rata-rata analisis kesenjangan (Gap Analysis) menunjukkan -0.18 berdasarkan perspektif responden. Berdasarkan analisis kuadran IPA yang menjadi prioritas perbaikan untuk website SIA UNM berada pada indikator KI1 (SIA UNM memiliki pelayanan yang baik) dan KI7 (SIA UNM memberikan layanan yang sesuai dengan apa yang disajikan) di kuadran I. Kesimpulan hasil analisis dari penelitian ini menunjukkan bahwa kinerja website SIA UNM belum memenuhi harapan penggunanya berdasarkan perspektif mahasiswa sebagai responden berdasarkan indikator pada kuadran I yang menjadi prioritas perbaikan."
"115","ANALISIS IMPLEMENTASI KURIKULUM MERDEKA TERHADAP PRESTASI BELAJAR SISWA JURUSAN TEKNIK KOMPUTER DAN JARINGAN SMK NEGERI 10 MAKASSAR","Penelitian ini untuk mengetahui bagaimana pengaruh kurikulum merdeka terhadap Prestasi Belajar siswa dan juga tingkat kepuasan siswa terhadap kurikulum merdeka dengan metode ex-post facto dan menggunakan pendekatan kuantitatif. Analisis data statistik digunakan untuk uji Regresi Linear Sederhana dan Persentase dari kuesioner. Hasil uji validitas menunjukkan valid dari kuesioner terkait implementasi kurikulum merdeka dan tingkat kepuasan siswa terhadap kurikulum merdeka. Hasil persentase menunjukkan tingkat kepuasan siswa terhadap kurikulum merdeka yang beragam akan tetapi setelah melakukan rata-rata keseluruhan didapatkan nilai sebesar 74.58%. Uji realibilitas menunjukkan tingkat realibilitas yang tinggi 0.750 untuk kuesioner implementasi kurikulum merdeka dan 0.747 untuk kuesioner tingkat kepuasan siswa . Hasil uji regresi linear sederhana menunjukkan bahwa nilai constant (a) sebesar 81.115 sedangkan nilai variabel implementasi kurikulum merdeka (X) sebesar 0.010 sehingga persamaannya yaitu Y = 81.115 + 0.010X. Nilai tersebut dapat mengandung arti bahwa konstanta sebesar 81.115 adalah nilai konsisten dari variabel implementasi kurikulum merdeka. Sedangkan nilai koefisien regresi X yaitu 0.010 yang berarti setiap penambahan 1% nilai variabel implementasi kurikulum merdeka (X), maka nilai prestasi belajar (Y) bertambah sebesar 0.010. Berdasarkan nilai signifikansi pada tabel coefficients diperoleh nilai signifikansi sebesar 0.789 > 0.005 dan nilai t_hitung sebesar 0.268 < t_tabel sebesar 1.998 sehingga dapat dikatakan bahwa variabel implementasi kurikulum merdeka (X) tidak berpengaruh signifikan terhadap variabel prestasi belajar (Y). Berdasarkan hasil dapat disimpulkan bahwa variabel implementasi kurikulum merdeka (X) tidak berpengaruh terhadap variabel prestasi belajar (Y)."
"116","PENGARUH KINERJA DOSEN TERHADAP KEPUASAN MAHASISWA DALAM PROSES PEMBELAJARAN PADA PROGRAM STUDI PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER","Penelitian ini bertujuan untuk mengetahui pengaruh kinerja dosen terhadap kepuasan mahasiswa dalam proses pembelajaran dengan menggunakan jenis data ex-post facto dan pendekatan kuantitatif. Teknik pengumpulan data yang digunakan adalah wawancara, kuesioner (angket), dan dokumentasi. Variabel bebas dalam penelitan ini adalah kinerja dosen (X), sementara variabel terikat adalah kepuasan mahasiswa (Y). Penelitian ini dilaksanakan di lingkup Program Studi Pendidikan Teknik Informatika dan Komputer, dimulai pada bulan Maret – April 2024. Subjek dari penelitian ini adalah mahasiswa angkatan 2020 - 2022 yang diambil menggunakan sample random sampling berjumlah 90 mahasiswa. Teknik analisis yang digunakan yakni analisis deskriptif, uji normalitas, dan analisis regresi linear sederhana. Hasil penelitian menunjukkan bahwa nilai signifikansi < 0,05 yaitu 0,000, serta nilai yang didapatkan Y = 14,636 + 0,900X. Hasil penelitian menunjukkan bahwa ada pengaruh positif dan signifikan kinerja dosen terhadap kepuasan mahasiswa dalam proses pembelajaran pada Program Studi Pendidikan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar."
